Vendor ID,Vendor Name,Product Name,Product ID
044f,"ThrustMaster, Inc.",b304,Firestorm Dual Power
044f,"ThrustMaster, Inc.",b307,vibrating Upad
044f,"ThrustMaster, Inc.",b30b,Wireless VibrationPad
044f,"ThrustMaster, Inc.",b315,Firestorm Dual Analog 3
044f,"ThrustMaster, Inc.",b320,Dual Trigger gamepad PC/PS2 2.0
044f,"ThrustMaster, Inc.",b323,Dual Trigger 3-in-1 (PC Mode)
044f,"ThrustMaster, Inc.",b324,Dual Trigger 3-in-1 (PS3 Mode)
044f,"ThrustMaster, Inc.",b326,Gamepad GP XID
044f,"ThrustMaster, Inc.",b351,F16 MFD 1
044f,"ThrustMaster, Inc.",b352,F16 MFD 2
044f,"ThrustMaster, Inc.",b365,UbiSoft UbiConnect
044f,"ThrustMaster, Inc.",b603,force feedback Wheel
044f,"ThrustMaster, Inc.",b605,force feedback Racing Wheel
044f,"ThrustMaster, Inc.",b651,Ferrari GT Rumble Force Wheel
044f,"ThrustMaster, Inc.",b653,RGT Force Feedback Clutch Racing Wheel
044f,"ThrustMaster, Inc.",b654,Ferrari GT Force Feedback Wheel
044f,"ThrustMaster, Inc.",b677,T150 Racing Wheel
044f,"ThrustMaster, Inc.",b678,T.Flight Rudder Pedals
044f,"ThrustMaster, Inc.",b679,T-Rudder
044f,"ThrustMaster, Inc.",b687,TWCS Throttle
044f,"ThrustMaster, Inc.",b700,Tacticalboard
044f,"ThrustMaster, Inc.",044f,ThrustmasterWheelXbox_0f00
044f,"ThrustMaster, Inc.",044f,ThrustmasterWheelXbox_0f03
044f,"ThrustMaster, Inc.",044f,ThrustmasterXbox
044f,"ThrustMaster, Inc.",044f,ModenaGtWheelXbox
044f,"ThrustMaster, Inc.",044f,ThrustmasterFusion
044f,"ThrustMaster, Inc.",044f,TopGunFox2Pro
044f,"ThrustMaster, Inc.",044f,FirestormDualPower
044f,"ThrustMaster, Inc.",044f,FirestormDualPower3
044f,"ThrustMaster, Inc.",044f,FirestormDualPowerVsB
044f,"ThrustMaster, Inc.",044f,ThrustmasterDualAnalog
044f,"ThrustMaster, Inc.",044f,DualTrigger2In1
044f,"ThrustMaster, Inc.",044f,DualTrigger3In1
044f,"ThrustMaster, Inc.",044f,GamepadGpXid
044f,"ThrustMaster, Inc.",044f,RgtForceFeedbackPro
044f,"ThrustMaster, Inc.",044f,Ferrari430
044f,"ThrustMaster, Inc.",044f,Ferrari458Spider
044f,"ThrustMaster, Inc.",044f,T150ForceFeedbackRacingWheelPs3
044f,"ThrustMaster, Inc.",044f,ThrustmasterTMini
044f,"ThrustMaster, Inc.",044f,RunNDrive
044f,"ThrustMaster, Inc.",044f,RunNDriverWireless
044f,"ThrustMaster, Inc.",044f,RunNDriverWirelessPs3
24c6,"ThrustMaster, Inc.",5000,Razer Atrox Gaming Arcade Stick
24c6,"ThrustMaster, Inc.",5300,PowerA Mini ProEX Controller for Xbox 360
24c6,"ThrustMaster, Inc.",5303,Airflo Wired Controller for Xbox 360
24c6,"ThrustMaster, Inc.",530a,ProEX Controller for Xbox 360
24c6,"ThrustMaster, Inc.",531a,Pro Ex mini for XBOX
24c6,"ThrustMaster, Inc.",5397,FUS1ON Tournament Controller
24c6,"ThrustMaster, Inc.",541a,PowerA CPFA115320-01 [Mini Controller for Xbox One]
24c6,"ThrustMaster, Inc.",542a,Spectra for Xbox One
24c6,"ThrustMaster, Inc.",543a,PowerA Wired Controller for Xbox One
24c6,"ThrustMaster, Inc.",5500,Horipad EX2 Turbo
24c6,"ThrustMaster, Inc.",5501,Hori Real Arcade Pro.VX-SA for Xbox 360
24c6,"ThrustMaster, Inc.",5502,Hori Fighting Stick VX Alt for Xbox 360
24c6,"ThrustMaster, Inc.",5503,Hori Fighting Edge for Xbox 360
24c6,"ThrustMaster, Inc.",5506,Hori Soulcalibur V Stick for Xbox 360
24c6,"ThrustMaster, Inc.",550d,Hori Gem Controller for Xbox 360
24c6,"ThrustMaster, Inc.",550e,Real Arcade Pro V Kai for Xbox One / Xbox 360
24c6,"ThrustMaster, Inc.",551a,Fusion Pro Controller
24c6,"ThrustMaster, Inc.",561a,Fusion Controller for Xbox One
24c6,"ThrustMaster, Inc.",5b00,Ferrari 458 Italia Racing Wheel
24c6,"ThrustMaster, Inc.",5b02,GPX Controller
24c6,"ThrustMaster, Inc.",5d04,Sabertooth Elite
24c6,"ThrustMaster, Inc.",fa00,INF-8032385 Disney Infinity Reader
24c6,"ThrustMaster, Inc.",fafb,Aplay Controller
24c6,"ThrustMaster, Inc.",fafd,Afterglow Gamepad for Xbox 360
24c6,"ThrustMaster, Inc.",fafe,Rock Candy Gamepad for Xbox 360
28de,Valve Software,1102,Wired Controller
28de,Valve Software,1142,Wireless Steam Controller
28de,Valve Software,2000,Lighthouse FPGA RX
28de,Valve Software,2012,Virtual Reality Controller [VRC]
28de,Valve Software,2101,Watchman Dongle
28de,Valve Software,2500,Lighthouse Base Station
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
0e6f,,0e6f,AfterglowXbox360_f900
0e8f,,0e8f,PiranhaXtreme
0e8f,,0e8f,SpeedLinkStrikeFxWireless
0e8f,,0e8f,GreenAsiaGamepad_0012
0e8f,,0e8f,PlaySegaController
0e8f,,0e8f,GamexpertSteeringWheel
0e8f,,0e8f,GreenAsiaGamepad_1006
0e8f,,0e8f,GreenAsiaGamepad_3008
0e8f,,0e8f,MayflashSegaSaturnUsbAdapter
0e8f,,0e8f,HuiJiaSnesController
0e8f,,0e8f,GreenAsiaPsGamepad
0e8f,,0e8f,Gamepad3Turbo
0f0d,,0f0d,DeadOrAlive4FightStickXbox360
0f0d,,0f0d,HoripadExTurboXbox360
0f0d,,0f0d,FightingStickEx2Xbox360
0f0d,,0f0d,FightingStick3
0f0d,,0f0d,RealArcadePro3
0f0d,,0f0d,RealArcadeProExXbox360
0f0d,,0f0d,RealArcadeProVxXbox360
0f0d,,0f0d,RealArcadeProV3Ps3
0f0d,,0f0d,FightingStickV3
0f0d,,0f0d,SoulcaliburVArcadeStickPs3
0f0d,,0f0d,FightingStickMini3
0f0d,,0f0d,HatsuneMikuController
0f0d,,0f0d,GemPad3
0f0d,,0f0d,Horipad4FpsPs4
0f0d,,0f0d,RealArcadeProV4_005b
0f0d,,0f0d,RealArcadeProV4_005c
0f0d,,0f0d,FightingCommander4Ps4
0f0d,,0f0d,FightingCommander4Ps3
0f0d,,0f0d,RealArcadeProHayabusaXboxOne
0f0d,,0f0d,HoripadFpsPlusPs4
0f0d,,0f0d,HoripadOne_0067
0f0d,,0f0d,RealArcadePro4_006a
0f0d,,0f0d,RealArcadePro4_006b
0f0d,,0f0d,Horipad4Ps3
0f0d,,0f0d,RealArcadePro4Vlx
0f0d,,0f0d,RealArcadeProVKaiXboxOne_0078
0f0d,,0f0d,FightingCommander5
0f0d,,0f0d,FightingCommanderPs3
0f0d,,0f0d,FightingCommanderPs4
0f0d,,0f0d,FightingStickMini4_0087
0f0d,,0f0d,FightingStickMini4_0088
0f0d,,0f0d,RealArcadePro4Ps4
0f0d,,0f0d,RealArcadePro4_008b
0f0d,,0f0d,RealArcadePro4_008c
0f0d,,0f0d,HoripadUltimate
0f0d,,0f0d,PokkenController
0f0d,,0f0d,FightingCommander
0f0d,,0f0d,RealArcadeProVHayabusaSwitch
0f0d,,0f0d,HoripadMini4
0f0d,,0f0d,HoripadOne_0100
0f30,,0f30,PhilipsPcController
0f30,,0f30,SaitekP480RumblePad
0f30,,0f30,SaitekRumblePad
0f30,,0f30,SaitekDualAnalogPad
0f30,,0f30,BigBenXsXboxController
0f30,,0f30,JessTechnologyXboxPcGamepad
0f30,,0f30,QanBaJoystickPlus
0f30,,0f30,QanBaArcadeJoyStick1008
0f30,,0f30,QanBaArcadeJoyStick
0f30,,0f30,QanBaArcadeJoyStick4018
0f30,,0f30,BigBenXbMiniPadController
102c,,102c,JoytechWirelessAdvancedController
10c4,,10c4,KickAssDynamicEncoder
11c0,,11c0,BattalifeJoystick
11c0,,11c0,Btp2175
11c9,,11c9,NaconGc100Xf
11ff,,11ff,SvenXPad
11ff,,11ff,UnlicensedPs2Controller
124b,,124b,NykoAirflo
12ab,,12ab,DdrUniverse2DanceMatXbox360
12ab,,12ab,RockRevolutionXbox360
12ab,,12ab,AfterglowXbox360_0301
12ab,,12ab,GameStopGamepadXbox360
12ab,,12ab,MortalKombatKlassicFightStickXbox360
12ab,,12ab,DdrDanceMatXbox
12bd,,12bd,GembirdGamepad_c001
12bd,,12bd,JpdShockforceGamepad
12bd,,12bd,TomeeSnesUsbController
12bd,,12bd,GembirdGamepad_e001
146b,,146b,BigBenControllerBb7201
146b,,146b,NaconRevolutionProPs4
146b,,146b,BigBenPs3Controller
14d8,,14d8,HitBoxAnalogMode
14d8,,14d8,Toodles2008ChimpPs3
14d8,,14d8,ToodlesMcCthulhu
162e,,162e,JoytechNeoSeTake2
16c0,,16c0,SerialKeyboardMouseJoystick
16c0,,16c0,XinMoXinMoDualArcade
16c0,,16c0,SegaJoypadAdapter
16d0,,16d0,McsGamepad
16d0,,16d0,4PlayP1
16d0,,16d0,4PlayP2
16d0,,16d0,4PlayP3
16d0,,16d0,4PlayP4
18d1,,18d1,Adt1
19fa,,19fa,Team5
1a15,,1a15,SmartJoyDualPlusAdapter
1a34,,1a34,HamaScorpad
1a34,,1a34,QanBaJoystickQ4Raf
1a34,,1a34,ExeqRfUsbGamepad8206
1a34,,1a34,AcruxGamepad_0802
1a34,,1a34,AfterglowPs3_0836
1a34,,1a34,HuiJiaGamecubeAdapter
1bad,,1bad,RockBandGuitarXbox360
1bad,,1bad,RockBandDrumKitXbox360
1bad,,1bad,IonDrumRockerXbox360
1bad,,1bad,HarmonixGamepad_028e
1bad,,1bad,AfterglowGamepad_0300
1bad,,1bad,HarmonixXbox360_5500
1bad,,1bad,HarmonixXbox360_f016
1bad,,1bad,MadCatzStreetFighterIVSeFightStickXbox360
1bad,,1bad,MadCatzWweAllStarsBrawlStickXbox360
1bad,,1bad,MadCatzMc2
1bad,,1bad,MadCatzGhostReconFutureSoldierProXbox360
1bad,,1bad,MlgProCircuitXbox360
1bad,,1bad,MadCatzCallOfDutyBlackOpsControllerXbox360
1bad,,1bad,MadCatzFpsProXbox360
1bad,,1bad,MadCatzStreetFighterIVFightPadXbox360
1bad,,1bad,JoytechNeoSe
1bad,,1bad,MadCatzFightPadXbox360
1bad,,1bad,MadCatzMc2MicroconRacingWheelXbox360
1bad,,1bad,MadCatzMicroconGamePadProXbox360
1bad,,1bad,MadCatzStreetFighterIVFightStickXbox360
1bad,,1bad,MadCatzMarvelVsCapcom2FightStickXbox360
1bad,,1bad,MadCatzStreetFighterXTekkenFightStickProXbox360
1bad,,1bad,MadCatzSuperStreetFighterIVChunLiFightStickXbox360
1bad,,1bad,MadCatzMlgFightStickXbox360
1bad,,1bad,MadCatzSoulcaliburVFightStickXbox360
1bad,,1bad,MadCatzFightStickTeSPlusXbox360
1bad,,1bad,MadCatzFightStickTe2Xbox360
1bad,,1bad,HarmonixGamepad_f0ca
1bad,,1bad,HoripadEx2TurboXbox360_f501
1bad,,1bad,HoriRealArcadeProVxSaXbox360
1bad,,1bad,HoriFightingStickVxXbox360
1bad,,1bad,HoriRealArcadeProExXbox360
1bad,,1bad,HoriFightingStickEx2Xbox360
1bad,,1bad,HoriRealArcadeProExPremiumVlxXbox360
1bad,,1bad,HarmonixXbox360_f900
1bad,,1bad,HarmonixXbox360_f901
1bad,,1bad,HarmonixXbox360_f902
1bad,,1bad,PdpTronXbox360
1bad,,1bad,PdpVersusFightingPadXbox360
1bad,,1bad,PdpMortalKombatKlassicFightStickXbox360
1bad,,1bad,AfterglowXbox360_f907
1bad,,1bad,HarmonixGamepad_fa01
1bad,,1bad,RazerOnzaTeXbox360
1bad,,1bad,RazerOnzaXbox360
1d50,,1d50,DarkgameController
1d79,,1d79,DualBoxWii
1dd8,,1dd8,BuffaloBsgp1601
1dd8,,1dd8,IBuffaloBsgp1204
1dd8,,1dd8,IBuffaloBsgp1204P
20bc,,20bc,BetopAx1Bfm
20d6,,20d6,MogaPro
20d6,,20d6,ProExXbox360
20d6,,20d6,MogaProHid
20d6,,20d6,Moga2Hid
20d6,,20d6,PowerAProEx
22ba,,22ba,JessTechnologyUsbGamepad
24c6,,24c6,RazerAtroxXbox360
24c6,,24c6,MiniProExXbox360_5300
24c6,,24c6,AirFloXbox360
24c6,,24c6,ProEXXbox360
24c6,,24c6,MiniProExXbox360_531a
24c6,,24c6,FusionTournamentXbox360
24c6,,24c6,PowerAMiniXboxOne
24c6,,24c6,SpectraXboxOne
24c6,,24c6,PowerAXboxOne
24c6,,24c6,HoripadEx2TurboXbox360_5500
24c6,,24c6,RealArcadeProVxSaKaiXbox360
24c6,,24c6,FightingStickVxXbox360
24c6,,24c6,FightingEdgeXbox360
24c6,,24c6,SoulcaliburVStickXbox360
24c6,,24c6,GemPadExXbox360
24c6,,24c6,RealArcadeProVKaiXboxOne_550e
24c6,,24c6,HoriFightingCommander
24c6,,24c6,FusionProXboxOne
24c6,,24c6,FusionXboxOne
24c6,,24c6,Ferrari458RacingWheelXbox360_5b00
24c6,,24c6,GpxXbox360
24c6,,24c6,Ferrari458RacingWheelXbox360_5b03
24c6,,24c6,Sabertooth_5d04
24c6,,24c6,AplayController_fafa
24c6,,24c6,AplayController_fafb
24c6,,24c6,AfterglowGamepad_fafc
24c6,,24c6,AfterglowGamepad_fafd
24c6,,24c6,RockCandyXbox360_fafe
25f0,,25f0,GoodbetterbestUsbController
25f0,,25f0,ShanWanGioteckPs3WiredController
289b,,289b,Raphnet4Nes4Snes
289b,,289b,RaphnetSaturnAdapter
289b,,289b,RaphnetSnesToUsb_0026
289b,,289b,RaphnetSnesToUsb_002e
289b,,289b,RaphnetDualSnesToUsb
28de,,28de,SteamController_0476
28de,,28de,SteamController_1102
28de,,28de,SteamController_1142
28de,,28de,SteamController_11fc
28de,,28de,SteamVirtualGamepad
28de,,28de,SteamController_1201
2c22,,2c22,QanbaDroneArcadeJoystick
2c22,,2c22,QanbaObsidianArcadeJoystickPs4
2c22,,2c22,QanbaObsidianArcadeJoystickPs3
2dc8,,2dc8,8BitdoN30Arcade_1003
2dc8,,2dc8,8BitdoN30Arcade_1080
2dc8,,2dc8,8BitdoF30_2810
2dc8,,2dc8,8BitdoN30_2820
2dc8,,2dc8,8BitdoSf30_2830
2dc8,,2dc8,8BitdoSn30_2840
2dc8,,2dc8,8BitdoSn30_3000
2dc8,,2dc8,8BitdoSf30_3001
2dc8,,2dc8,8BitdoF30Pro_3810
2dc8,,2dc8,8BitdoNes30Pro_3820
2dc8,,2dc8,Rb864_3830
2dc8,,2dc8,8BitdoSf30Pro_6000
2dc8,,2dc8,8BitdoSn30Pro_6001
2dc8,,2dc8,8BitdoSf30Pro_6100
2dc8,,2dc8,8BitdoSn30Pro_6101
2dc8,,2dc8,8BitdoF30Pro_9000
2dc8,,2dc8,8BitdoNes30Pro_9001
2dc8,,2dc8,Rb864_9002
2dc8,,2dc8,8BitdoF30_ab11
2dc8,,2dc8,8BitdoN30_ab12
2dc8,,2dc8,8BitdoSn30_ab20
2dc8,,2dc8,8BitdoSf30_ab21
2dfa,,2dfa,3dRunner
aa55,,aa55,XarcadeToGamepadDevice
d209,,d209,JPac
f000,,f000,RetroUsbRetroPad
f000,,f000,RetroUsbGenesisRetroport
f000,,f000,RetroUsbSuperRetroPort
f766,,f766,GreystormPcGamepad
f766,,f766,BrutalLegendTest
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
